"ID","Text"
766194319,"Here is my floor speech on the #RequireAPlan Act which will force the Pres. to say when he would balance our budget http://t.co/ETrbVmWs"
766194320,"Our economy is too fragile for extreme austerity: http://t.co/zdCGnaEh #sequestration"
766194321,"Met w/ Leanza Bethel, an @AmericanU student from Garland to congratulate her on receiving a Boren Scholarship. PHOTO: http://t.co/aEhHuShDxg"
766194322,"He is obviously a great performer, but @Travistritt is also a tireless advocate for veterans..."
766194323,"Important biennial budget bill I have been working on with @RepRibble passed the House Budget Committee today with bipartisan support!"
766194324,"The Week in Review: http://t.co/juqapnrPn0 #Vt #Vermont #Boston #Guns #Budget2013 #GasPrices"
766194325,"Hall Fights Administration's ""Cap and Trade"" Proposal on Power Plants http://t.co/N9PTfgu3Au"
766194326,"Where are the jobs in Paul Ryans Budget? All I see are crucial investment cuts &amp; tax loophole preservation #GOPBudget http://t.co/vsRHcppzi0"
766194327,"Always enjoy mtg w/ #leaders of #LVbiz community @lvchamber #EggsandIssues #transportation #uav #I11 #biz #jobs http://t.co/NlQJ7OQ2w0"
766194328,"Still need your help. Please let your lawmakers know you support the Reed-Heller bipartisan compromise to #RenewUI."
766194329,"No surprise here. More #Obamacare problems surface: via @abcnews 'Report: Health Law Sign-Ups Dogged by Data Flaws' http://t.co/WbIGhv6IqU"
766194330,"To America's best &amp; brightest: here's a link to info on veteran job training http://t.co/z6diqWbbgf"
766194331,"@Justinnovation_ @BillPascrell Thanks Justin!"
766194332,".@francie57 @HouseDemocrats want to #endthesequester &amp; have plan to do so. It's important for economic stability, certainty &amp; jobs. #AskDems"
766194333,"@HouseCommerce hearing has started regarding #Obamacare. #AskSebelius #BrokenPromises

 Watch here: http://t.co/lpgfPn0M47"
766194334,"Thanks to the @NFAAUSA Easton Complex in Yankton for the tour today, enjoyed seeing the facility. http://t.co/5VYtwZEOSM"
766194335,"Warm welcome at High Liner Foods! http://t.co/G6isHe5IAc"
766194336,"The delicate task ahead of us is to set the conditions for a rebuilding of our relationship with Egypt. http://t.co/9PwlGKBE0r"
766194337,"Cornyn: No Obamacare Exemptions For Federal Employees: http://t.co/UwlNJBymMh"
766194338,"Pleased to welcome students interested in the U.S. Military Service Academy nominations at @NorthPointHS this weekend http://t.co/tEJ15fKvWS"
766194339,"W @SenBlumenthal @SenatorDurbin @MarkeyMemo &amp;DV survivors to intro bill to close domestic abuser loophole in gun laws http://t.co/Qr74fDJnpb"
766194340,"RT @michaelcburgess: My thoughts and prayers are with victims and families of the Fort Hood tragedy on this 4 year anniversary. http://t.coâ€_"
766194341,"BREAKING: The House just passed the Path to Prosperity Budget, paving the way for real economic reforms. http://t.co/JEyakxGXFR"
766194342,"Congratulations to organizers for another successful year of the Mock Prison Riot exercises in Marshall County. http://t.co/S5vvU2qqXk"
766194343,"RT @RepMarkTakano: Take a stand against bullying. Support #SpiritDay. http://t.co/JGkd2VXTlE"
766194344,"@melodyisdestiny you are passing on a lie"
766194345,"Watch the #Benghazi hearing LIVE today 10:30AM CT: http://t.co/N58o18XZts"
766194346,"I will be talking to @shanewarnershow in a few minutes to give my weekly Washington update.You can listen online at: http://t.co/GDnmhdWdN3"
766194347,"Obama late for press conference where he'll promise to fix delays?"
766194348,"Good morning #OH14! Busy day ahead- first stop Lubrizol in #LakeCounty"
766194349,"Thanks for invite.  Very excited for @startitupde RT @coINLoftDE: @TechForumDE :: thanks for your support and a fantastic event last night!"
766194350,"Maxwell &amp; Jacek of @UWMadison of @USStudents visited to promote affordable higher education &amp; a #FairShot for all. http://t.co/LA1fq7h68g"
766194351,".@hassanrouhani, when will you release the seven Baha'i leaders; learn more about their case here, http://t.co/xpsyYqBvzF"
766194352,"It's #AmericanEducationWeek! Thanks to all educators in RI &amp; nationwide @educationweek @NEAToday @NEARhodeIsland @edvotes #AEW2014"
766194353,"Why is #POTUS so eager to negotiate with Putin about Syrian issues, but refuses to negotiate with Congress over American issues?"
766194354,"New Forest Service report further reinforces that the current way the government budgets for wildfire suppression is unsustainable. #idpol"
766194355,"I stand with Israel as it mourns the loss of innocent civilians attacked at their place of worship: http://t.co/Y5wZ85BHq0"
766194356,"Via @YahooNews: WH's market-based student loan solution â€œmore aligned w/the House legislationâ€ù than Dem-led Senate http://t.co/2ht2heo1Jq"
766194357,"#Obamacare is law of the land &amp; millions of women are already benefiting. These political games could hurt them the most. #standwithwomen"
766194358,"Tune in as the HELP Committee begings its 7th hearing on #retirementsavings. It will be broadcast live on CSPAN-3 http://t.co/yQ4Dr0C4"
766194359,"Senator Crapo will deliver his opening statement at the first Budget Conference Committee meeting soon. http://t.co/iYETBQMQIC â€“ Staff"
766194360,"@ASH_hematology Agree shouldn't cut med research. Now where should we cut to make up 4 that increase in deficit?   Med benefits to illegals?"
766194361,"I am proud to join my colleagues today to unveil the @USProgressives Caucus #BetterOff Budget."
766194362,"@tylergonigam Hope you had a great time!"
766194363,"Voted NO on the Making College More Expensive Act passed by the House Majority #dropthatdebt #dontdoublemyrates 
http://t.co/DcK6cTh5c4"
766194364,"Join me &amp; @NAACP today from 10-3 at @FloridaCity Youth Activity Center for a day of #ACA enrollment activities. See you there! #GetCovered"
766194365,".@Forbes: Six Lessons for Building Startup Communities From the Founders of  @1MillionCupsKC http://t.co/L1kL1WreRg http://t.co/8HGB60opYc"
766194366,"Congrats to AmbKenQuinn &amp;John Ruahfor outstanding 3day program at DesMoines World Food Prize honoring this year Prize winner Sanjaya Rajaram"
766194367,"Thanks to @RepHorsford for helping to put a human, real-life face on the need to #RenewUI and fight for middle class. http://t.co/GBXFAlqZrD"
766194368,"Coming up at 11:05 Central? Ill be joining @Varneyco to talk about the Keystone Pipeline. Tune in!"
766194369,"Chatted with a few @PeaceCorps volunteers in #Manila during my Congressional delegation trip in Asia. http://t.co/LDFVTR8Tn9"
766194370,"Now following @RedMillennial hoping to involve and hear from more #youngconservatives  Stay in touch! And stay involved! #fl19"
766194371,"Today I introduced a Congressional Resolution wishing the #Sikh community a joyous #Vaisakhi: http://t.co/rq6d6qHu7L"
766194372,"@shaylward They are great dogs. Small but not (very) yappy, very sweet."
766194373,"He shall from time to time give to Congress information of the State of the Union. What do you hope to hear in the President's speech? #SOTU"
766194374,"Heading to the Senate floor in a minute to talk about bipartisan deal to end shutdown and avoid default."
766194375,"RT @mmfa: Fox claims only 1.5% of fast food workers support their families on their minimum wage salary. The actual number? 68% http://t.coâ€_"
766194376,"Glad to welcome @wkxlnhchris &amp; Jeanne Lester to Capitol Hill this AM - lots to chat about. Tune in to @wkxlnh tmrw AM http://t.co/MqYqPboOMw"
766194377,"No #GOP has mentioned #EarthDay in Congress since 2010. What is the Republican environmental agenda? http://t.co/Aq61obQJEQ #p2 #green"
766194378,"Net neutrality is a real issue to Karen, a small biz owner. Read how an #InternetSlowdown could hit her bottom line: http://t.co/oVn4xYyMT1"
766194379,"Thank you to all who served the US in uniform. Your courage inspires us and your sacrifices have ensured our freedoms. Happy #VeteransDay"
766194380,"Congratulations @RedSox, 2013 World Series Champions! #BostonStrong !"
766194381,"Very smooth! RT @washdems: Chair @jaxonravens #mailedit! Make sure to mail your ballot by November 4th! #waelex https://t.co/G4WPOhuoEP"
766194382,"Just went on @msnbc Politics Nation with @thereval to discuss the current budget battle in DC. Lookâ€_ http://t.co/4Y1K16QBjN"
766194383,"Targeting conservatives by day, partying by night #IRS http://t.co/buTtGweIOF @gopconference"
766194384,"Affordable birth control is a critical economic issue for millions of American women #NotMyBossBusiness http://t.co/uaKB0grZ0W"
766194386,"Today at 10:30 ribbon cutting ceremony at @soundviewpark's new track and field facility. Glad to have played a part with @repjoecrowley."
766194387,"ICYMI: Senator Hatch Op-Ed in @sltrib â€œOp-Ed: Disabilities treaty would put U.N. in control of U.S.â€ù http://t.co/GH7zL8a6J1"
766194388,"Great article in @ElkhartTruth on everythign you should know about #July4th http://t.co/hU5fXFCqqL"
766194389,"#KansasCommonSenseâ€”urgent child migrant crisis, the E-Rate Program, ensuring rural fire depts. have resources &amp; more http://t.co/JzgjtmdYGi"
766194390,"POLL: a majority of Americans want to reduce the deficit in a balanced way #StopTheSequester http://t.co/aX6r1NMhg0"
766194391,"Had a great townhall in Lakeview today. I'll have one in Burns tomorrow at 8:30 am at the Harney County Senior Center http://t.co/sUh1VbfN6T"
766194392,".@WWU: 73 @PeaceCorps #volunteers in 38 countries | 885 all-time #PCTopColleges #WA http://t.co/JCOtbhEp"
766194393,"2nd that RT @CompleteZen: @simoneahall you go girl!!"
766194394,"We have to draw a hard line and put an end to this kind of reckless government overreach. It's the same reason I introduced my NO IRS bill."
766194395,"Do you know why Virginia is called a Commonwealth? Take a moment today to learn what makes VA unique http://t.co/GHKRt54gbl"
766194396,"@BeauBowden1 @GOPoversight We will hold those accountable who never sent help to Americans who asked for it."
766194397,"â€œPpl of faith shouldnâ€™t have their govt tell them how to practice their religionâ€_#Obamacare was an historic mistakeâ€ù http://t.co/AoXqpvkWrk"
766194398,"Message 2 #Obama: oppression in #Cuba wont change while #Castro brothers r in charge. More activists arrested before rally. #YoTambienExijo"
766194399,"Today I am hosting a conversation about gun crime and violence prevention on the floor of the U.S. House. http://t.co/AM8Q2pMd"
766194400,"RT @SenatorMenendez: Today's #NationalAdoptionDay. Let's raise awareness for the 100,000+ kids in America waiting to find permanent, lovingâ€_"
766194401,"thx 4 all u do! RT @StraffordCAP Thanks for the warm welcome from @RepAnnieKuster staff. #CommunityAction looks forward to working with you"
766194402,"The U.S. House of Representatives  STEM App Challenge begins today! Learn more here &amp; sign up: http://t.co/qeUw2nUyXU"
766194403,"Gun violence is a public health issue. Iâ€™m working to lift the current prohibitions on CDC, NIH, and HHS research into firearm safety."
766194404,"Your vote is your voice. Pledge to vote  in this election now: http://t.co/98SNPAk2iP"
766194405,"I'm signing the discharge petition to #raisethewage because New Mexicans working full-time shouldn't be living in poverty. @RepAdamSmith"
766194406,"On this #LGBTPrideMonth, we rededicate ourselves to the principle that discrimination has no place in America. http://t.co/NLimb4ui8Z"
766194407,"@janschakowsky @dorismatsui @nwlc @aauw @ywca c u at presser 2day at 3 in HVC215 2 #standupforwomen GOP: your budget is a values statement?"
766194408,"RT @TheBuffaloNews Check out 'Buffalo, beauty from above,' gallery of 150 aerial photos by @DerekGeePhoto http://t.co/aLSMEAGUqh"
766194409,"LAâ€™s Maria Contreras-Sweet knows what it takes to help entrepreneurs/small business. Will be terrific leader @SBAgov http://t.co/YOZ6NiDYtm"
766194410,"Senator Stabenow Introduces Legislation to Crack Down on Currency Manipulation by Japan, China, Other Nations http://t.co/gng6vsNdO1"
766194411,"Payne celebrates 50th Anniv of Civil Rights Act, Says Best Way to Celebrate is by Congress Passing Updated #VRA4Today http://t.co/VfOqalaaW7"
766194412,"We lost a brave soul this past weekend. Thank you Col. 'Bud' Day for a lifetime of bravery &amp; service to our country. http://t.co/oVOZv5HOgN"
766194413,"7/17/13: Head of the #IRS will testify at our @SmallBizGOP hearing &amp; I'll demand answers to your questions #sctweets http://t.co/zy1gF0fUsS"
766194414,"#AuditTheIRS http://t.co/l4eG6RR6MF"
766194415,"The only way for Washington to control its spending problem is to start budgeting â€“ and budgeting responsibly. http://t.co/vRATJ9Ni #tcot"
766194416,"President Obamaâ€™s #ConnectED Initiative gets important boost with support from @Adobe: http://t.co/pR9XmEdrM0."
766194417,"Today I am touring local businesses in Cherryvale, Parsons, Columbus &amp; Galena! First stop is at ProMotion Pysical Therapy in Cherryvale."
766194418,"Today's announcement that Pres Obama will be shutting down his jobs council is unacceptable. Please RT if you agree. http://t.co/k9t1wrgG"
766194419,"Today is PTSD Awareness Day. #PTSD is very real &amp; troublesome for many of our returning soldiers. Don't ever be afraid to get or offer help!"
766194420,"Congrats @BarackObama on getting a Surgeon General who extols the health benefits of restricting 2nd Amdt rights.  Happy #BillofRightsDay"
766194421,"RT @SEATTV: @SenMikeLee fun photo contest of roads in Utah http://t.co/l4appx9NjN #roadlesstraveledutah #utpol"
766194422,"Congrats to our European partners in space exploration for landing the first-ever spacecraft on a comet."
766194423,"â€œWomenâ€™s rights are human rights.â€ù â€“ Former Secretary of State Hillary Clinton http://t.co/iqBQ1Eqian"
766194424,"I cosponsored HR 2009, a simple, 2 page bill that prevents the #IRS from enforcing Obamaâ€™s takeover of healthcare #stoptheIRS"
766194425,"Instead of fighting a war on #cancer, Tea Party is waging a war on cancer patients http://t.co/9maVFy9f3y"
766194426,"Getting ready to talk about the issues Hoosiers care about w/@Amoswtlcindy today @ 2pm.  Listen on @am1310thelight."
766194427,"@RunThisTownJB ...that lowers rates for all students. http://t.co/tt53cTQawj"
766194428,"Marching for our #veterans at the Little Neck-Douglaston #MemorialDay Parade w/ Mayor @BilldeBlasio http://t.co/3XQVAWL9z3"
766194429,"June is LGBT Pride Month; Lets renew our efforts to eliminate barriers to #equality http://t.co/MEpJhaxzaW"
766194430,"Happy 4th of July everyone. #fourthofjuly http://t.co/y5pyFgKyv9"
766194431,"#TaxReform: Closing special-interest loopholes will help lower rates &amp; boost the economy http://t.co/LNwBgVhSqu @RepDaveCamp via @WSJ"
766194432,"Tune in at 2pmMST for @SJenning5's commencement address @DickinsonU graduation - a well deserved honor. #NDPride  http://t.co/ZlTeGxbocm"
766194433,"The families who saw benefits lapse on Dec 28 are counting on the Senate to get UI extension over the finish line: http://t.co/Vwtuz8Q84K"
766194434,"@wuky Senate Democrat Leadership Blocks McConnellâ€™s #SavingCoalJobsAct http://t.co/K4WW8k2UaB"
766194435,"V disappointed my amendment to restore $4.1b in funding to #SNAP food stamp program in #farmbill failed on the Senate floor today."
766194436,"It's Game Day at the Swamp and only #GATORS get out alive! GO UF! #UFFootball #UF #BeatToledo #GoGators http://t.co/Q5DKbO3HHF"
766194437,"Manitou Springs takes #COenergy to next level, aims to be 1st to power all city buildings w/ #solar: http://t.co/axW9SbqqTs via @csgazette"
766194438,"A $17 trillion debt is not the legacy we should leave for our children. #Time4Solutions http://t.co/GHvotJHAqL"
766194439,"RT @HRC: Great news! AZ @GovBrewer Vetoes Horrendous ""License to Discriminate"" Bill #SB1062 http://t.co/L8AVuvSNyxâ€_ via @HRC"
766194440,"Even though the president is allowing his jobs council to dissolve, I hope that creating #jobs will be a priority.  http://t.co/oA6nxBhw"
766194441,"RT @SpeakerBoehner: House votes again to continue benefits for families of fallen troops http://t.co/meTv4a6Nbl Disgraceful that this relieâ€_"
766194442,"Going LIVE on ABC-7 SRQ http://t.co/MMRWNy0ZO9"
766194443,"You didnâ€™t have to agree with Gail to love her. She was Nashvilleâ€™s finest. (2/2) http://t.co/tvmjUhODTG"
766194444,"NOW: Sen. Sanders is on @CNN's @TheLeadCNN talking with @JakeTapper about the #CRomnibus."
766194445,"Orlando reps w/ @CCAssociationDC &amp; ClearSky came to discuss the impact of competitive wireless services in Central FL http://t.co/jMMjaR0ec1"
766194446,"MT @WhiteHouse Its time for states refusing to expand Medicaid to put #PeopleOverPolitics help millions #GetCovered: http://t.co/VuxZim8nys"
766194447,"Just introduced my Manufactured Housing bill to the House @FinancialCmte for markup. #congress #tn08 #fiservices"
766194448,"Talking lack of answers &amp; faulting Obama foreign policy on #Syria &amp; #Benghazi with @1400WOND's Don Williams now."
766194449,".@timesunion: New York State sees end-of-season surge in #Obamacare signups http://t.co/CfCyC7F23u #ACA"
766194450,"Honored to stand w/ #LASD Sheriff, @Rep_JaniceHahn, @RepRoybalAllard, &amp; @mridleythomas to stand up to #gunviolence. http://t.co/wMl24kyJAO"
766194451,"Joined with Howard &amp; Jean Somers last weekend, as part of 'Operation Engage America,' to raise awareness around PTSD. http://t.co/A1DmhFoABu"
766194452,"Ben- Will be voting soon tonight , more debates and votes to follow tomorrow, tune in on Cspan2 http://t.co/6ddRGwp1Ol"
766194453,"@marty_walsh @RepMaloney working to keep our #MA communities safe."
766194454,"Glad to meet #NJ's @SenateYouth leaders Allison Berger from Madison &amp; Rafael Nunez from Irvington in DC for #USSYP http://t.co/Q2iIhIebIz"
766194455,"â€˜Born-free American womanâ€™ @TeaPartyBecky Gerritson confronts her government [VIDEO] http://t.co/yS4nrVUdvw @DailyCaller #IRS"
766194456,"Proud to be named a â€œFreshman to Watchâ€ù over the weekend. Glad to see my friend @RepLukeMesser on the list as well. http://t.co/qG2cLbDX"
766194457,"Thanks for the #FollowFriday #FF: @FinancialCmte @RepGarrett @RepShelley @RepJohnCampbell @PatrickMcHenry"
766194458,"PHOTO: @RepAndreCarson at the West #Indy Community Day for Congress on Your Corner. http://t.co/k4xs8uQGXE"
766194459,"Asking Homeland Security Secretary about efforts to stop drug-trafficking - very concerned about heroin epidemic that we're seeing in NH"
766194460,"Weeping may endure for a night,but joy cometh in the morning.For the uninsured ,the morning as come.Go to http://t.co/rHQBZevHFU see options"
766194461,"@StephenCRT  The FAA spent $5M on 1 conference, $200M on travel and supplies and $500M on consultants. They should keep towers open instead."
766194462,"Enjoyed kielbasa and stuffed cabbage at #EthnicDay #Carteret with @DanReiman and other elected officials. http://t.co/hPY3927Jbt"
766194463,"My statement on a potential Russian effort to wrest control of Syria's chemical weapons: http://t.co/IHcV9ZMZp0"
766194464,"Thanks to Mr. Kreider's 8th Grade Civics classes at Harrisburg Academy for the privilege of joining these students. http://t.co/KrTdW7AsY3"
766194465,"Today the U.S. Senate begins to debate Comprehensive Immigration Reform. We should all come together to reach this important goal."
766194466,"Important NYTimes column about having a food industry that is humane and a better reflection of our values. http://t.co/iBq4mKseJg"
766194467,"American people see we can have these conversations in Washington...need to have more of them...I believe we will. http://t.co/7yRDrJHCFo"
766194468,"Met w/ folks from #StandingRock today to talk about their plan to boost #native tourism across #NorthDakota http://t.co/kgfXkyZtQU"
766194469,"Congrats to @LaughlinAFB on being #1 of 12 Air Force bases in reducing energy consumption for last 6 quarters! #USAF #DelRio #LaughlinAFB"
766194470,"Ohioans can still vote today despite the #GOPShutdown. Many courts last year, including the Supreme Court,... http://t.co/938Y5Uk8gG"
766194471,"Touring the damage after recent tornado in #WatfordCity &amp; discussing coordinated response of disaster preparedness http://t.co/MF7i0k44CK"
766194472,"Computer glitch creates world's first trillionaire. #Obamacare â€˜glitchesâ€™ $1 trillion new debt. http://t.co/SMZvb076R1 #fail"
766194473,"UI expiration to cost economy $3 billion in Jan and Feb. #renewUI #ActOnUI #p2 http://t.co/w03nF2Cj7q http://t.co/uBOTu7gepA"
766194474,"Medicare is an important lifeline for seniors &amp; must be protected from hostile attacks to privatize it or weaken it http://t.co/RS6WcEvO9N"
766194475,"Just voted to allow a lawsuit against President Obama. Congress must act to defend the #Constitution. #liberty #PJNET http://t.co/cvYtvQaKDf"
766194476,"UNBELIEVABLE: One day after US economy suffers contraction in GDP growth, Pres. Obama dissolves Jobs Council: http://t.co/itu3LkVd"
766194477,"If you're on #Maui tomorrow morning, tune in to @KPOA935FM for talk story w/ Alaka'i Paleka and Rep. Tulsi Gabbard @ 8:30am."
766194478,"Critics Question Boggs Bias http://t.co/vTvNPAR17N' via @DailyReport"
766194479,"Had constituent meetings today in our Kingston District Office.  Very helpful to get feedback on the issues.  #NY19"
766194480,"22 veterans a day die from suicide. We must work to ensure vets with #PTSD &amp; #TBI get the care they deserve. #Stop22aDay"
766194481,"We need a clear and concise plan to take down #ISIS: http://t.co/I7a2FR0KOu"
766194482,"Tune in to @FoxNews at 8pm ET to see my interview on the @oreillyfactor about the #Gosnell murder trial &amp; controversies related to @PPact"
766194483,".@NPCA estimates businesses near national parks are losing $30M EVERY DAY theyâ€™re closed: http://t.co/hBRBDltBum #EnoughAlready"
766194484,"I am proud to be a part of a group focused on finding common ground. http://t.co/lrzMSQyS @NoLabelsOrg"
766194485,"LISTEN LIVE NOW: On @TalkRadio1210 w/@DickMorrisTweet abt Helping Families in #MentalHealth Crisis Act. #HR3717 http://t.co/kakSr7UEze"
766194486,"Heading to the North Carolina tobacco fields today to investigate conditions for workers. http://t.co/3zOW6hbAjj @aflcio @Ohioaflcio"
766194487,"We must continue the fight to protect our unborn children. They're counting on us. #prolife #roe40"
766194488,"MEPS Act covered today in context of #FortHood: http://t.co/f8PiRfrIOH Thank you @ntsongas for cosponsoring this important bill"
766194489,"Honored to participate in a wreath laying to commemorate the fallen of WWI at the Suresnes American Cemetery #DDay70 http://t.co/lBQgxlQWct"
766194490,"Good luck to all California players in tonights n"
766194491,"Local small businesses in #Idaho are alarmed over #Obamacare. #idpol http://t.co/2lmkZpsfTn"
766194492,"Cantwell-backed resolution passes Senate. Honors history, legacy of African Americans &amp; observes Black History Month: http://t.co/zFzPZ7h3KM"
766194493,"My guest for the #SOTU is Captain John Orosz, a wounded warrior from the 101st Airborne. #SOT http://t.co/TMv5RgMwQy"
766194494,"Interesting read from the @nytimes - In Climbing Income Ladder, Location Matters http://t.co/4LP6BXOQ1D"
766194495,"Queen Creek! Buckeye! Yuma! I'll be in your neck of the woods this month. Check out the attached flyer for more info. http://t.co/wXlONpFXxK"
766194496,"A womanâ€™s boss or zip code shouldnâ€™t determine her access to preventive care. Equality means equal access to affordable healthcare #WEmatter"
766194497,"Yes, the President won re-election. But so did the House he accuses of being obstructive. Maybe he should talk to us and not just Putin."
766194498,"Happy St.Joseph's Day to Joseph, Jose, Giuseppe, etc. Have a great day!! @SenatorSerrano @repjoecrowley @JoseADelgadoEND @jdbalart"
766194499,"The Russians are provocative, our President has allowed this to happen. There is a vacuum of leadership right now. 
http://t.co/kAthSiIB1D"
766194500,"Instead of protecting Americans, the #NSA endangered Americans. RT @BloombergNews: The NSA knew for at least two years about Heartbleed."
766194501,"Happy Birthday to Rachel Carson, environmentalist &amp; author of Silent Spring -- recognized in today's @google doodle! http://t.co/Hp0fsBEQh9"
766194502,"Alexander to Obama admin: â€œSecure the border nowâ€_ and propose a serious plan"" to deal with #immigration crisis https://t.co/xZydXuiOhU"
766194503,"Spoke to the #Victorville Rotary Club this week. http://t.co/bjWY2tPyHg http://t.co/FDXo4sObAA"
766194504,"Last week, the largest U.S. movie-theater chain cut the hours of many workers below 30 hours to bypass Obamacare. http://t.co/DhBjFmLfzr"
766194505,"Best wishes to native Iowan and former Drake University golf star @ZachJohnsonPGA this week at the Masters! http://t.co/2zXu5ssbc2"
766194506,"More proof #Obamacare is #Bad4Jobs - schools &amp; local gov'ts are dropping full-time workers. http://t.co/TSv4npNENW #FairnessForAll"
766194507,"#WATCH:  Todayâ€™s #tax code is too complex, too costly, &amp; too time consuming. Via @FixOurTaxCode #CutTheCode #pjnet http://t.co/QDEPN8Xda8"
766194508,"Congrats 2 Caroline Carter of Dover &amp; Quinn Griffith of Lee on being honored as NHâ€™s top youth volunteers! Look fwd to seeing them both tmrw"
766194509,"On #House Floor to be voice of those already harmed by the consequences of #ACA including a 6th generation 110 year #business from #PA"
766194510,"Yesterday afternoon I visited and toured Thomas Built Buses, located on the #Randolph - Guilford County line. #NC02 http://t.co/3bjA1yTvYJ"
766194511,"Today @SpeakerBoehner named the R members of the #Benghazi Select Committee. I am confident their work will help us uncover the truth."
766194512,"Joined @SenBlumenthal @CONNSTEP @UAW today to send this msg: We should be exporting CT products not CT jobs. Time to #BringJobsHome to CT"
766194513,"@davidcicilline is about to speak on the House Floor on the #GOPbudget. Watch live http://t.co/QeiY2uDK13"
766194514,"Congrats to Somerset County's Sam Childers on receiving Mother Teresa Award. Read about his work w/orphans overseas: http://t.co/TRB028HsRa"
766194515,"Welcoming #ISA students on #SA2020 trip in DC. they're hoping for snow! http://t.co/l7y1oT6CJQ"
766194516,"Recent CRS analysis shows how coupling reforms w/ debt limit increase is common, bipartisan practice http://t.co/s8BltZ77p3 #LetsTalk"
766194517,".@facebook's new privacy policy is a laudable change. As I've said, it should be up to the user to decide how much they share w/ the public."
766194518,"We remember the victims of 9/11 and their families and give gratitude to our troops for protecting our safety and freedom."
766194519,"#Obamacare signed 4 years ago today; a bad law made worse by errors, misinformation &amp; costly regulations: http://t.co/AszzR9cxBK #fullrepeal"
766194520,"Israeli military captures #Hamas manual explaining how civilian human shields can be used against #IDF forces. http://t.co/H1H3QmamQq"
766194521,"ICYMI-I talked to @jmartNYT for a @nytimes story on the #VRA ruling &amp; voter suppression across the south #ncpol http://t.co/KBgz0Xuhj6"
766194522,"RT @CoryBooker: Meeting with @SenLandrieu, Chair of the Small Business Committee - v impt for New Jersey jobs: http://t.co/KWj1MOIlVs"
766194523,"Visited Polk Training Center for the Handicapped &amp; toured the student gardens and work stations http://t.co/NfVYyEWYeh"
766194524,"#HigherEd must be affordable. 121,570 Oregonians owe on average $3676 in Stafford loans. Higher interest rates=more debt. #DontDoubleMyRate"
766194525,"Release: Price Issues Statement on Oklahoma Disaster #ncpol #Oklahoma http://t.co/7NBfCmqkBc"
766194526,"Mike from Cinci: â€œI worry next year, my family and I will be facing even higher deductibles &amp; out of pocket costsâ€ù http://t.co/QPLrX1zqVG"
766194527,"At 12:30 I will participate in a call with Freedomworks &amp; bloggers nationwide to discuss how Obamacare is hurting the economy. #FWroundtable"
766194528,"It's shocking that there is no federal law defining #guntrafficking as a crime.I'm gratified by bipartisan progress on this important issue."
766194529,"Sweet corn &amp; pork chops on-a-stick for me! -Al MT @exploreminn: Al, do you prefer cheese curds or deep fried pickles at #mnstatefair?"
766194530,"Great talk earlier tonight w/@TheKudlowReport. Reality: #Budget talks deserve look into mandatory spending. Let's get the math right."
766194531,"Congress must extend the #911health bill â€“ responders and survivors still suffer 13 yrs later. My op-ed in @TheHill: http://t.co/oHqtrM49Dh"
766194532,"@Kattiakat that is so awesome! I'd love to visit. I'm in Trenton today though so I can't. Please wish everyone happy holidays for me."
766194533,"Glad @WhiteHouse raising the min wage for federal contractors. It's time for #Congress to #RaiseTheWage for ALL Americans. Let's get it done"
766194534,"I wonder if the Republicans using the House floor for campaign purposes, as they are now doing, is a Hatch Act violation. #notalawyer"
766194535,"Great op-ed: Preserve the Beer/Farm Partnership http://t.co/oWnjZ3j1qF via @BlueRidgeNow"
766194536,"I was on @MSNBCâ€™s @EdShow last night talking about the state of #Washington. Check it out here: http://t.co/LmXUhFTQUB"
766194537,"RT @RepTomRice @RepDeSantis, thank you for cosponsoring my #STOPres and joining my discussion on the House Floor tonight!"
766194538,"I was delighted to participate in the Park Cities Rotary Clubâ€™s Fourth of July parade. #TX32 #IndependenceDay http://t.co/yS9y6R2MQG"
766194539,"I released a statement on the appointment of a new acting director for New Mexico's VA. Read it here: http://t.co/q9DSNEHHyo"
766194540,"Thanks to Stewart of #Searcy for becoming my 6,000th like on @Facebook! http://t.co/4Qql4kR2 #ar2"
766194541,"Article in National Review discussing my legislation to end dangerous 'sue &amp; settle' litigation practices READ HERE: http://t.co/4iVK2op6Ts"
766194542,"Met w Mike Hammer frm @StateDept Public Affairs @ActualidadRadio in #Miami + dicussed  #Obama's recent trip 2 #LatAm http://t.co/waV5UNj2aw"
766194543,"Great to meet with @fast4families again to discuss why the #TimeIsNow. Make your voice heard: http://t.co/Fq8zsqPjej http://t.co/bSgQMEx14M"
766194544,"#IL has 67 craft breweries w/ 2,847 workers. I support S. 917 to help these small businesses grow. @IllinoisBeer http://t.co/v63Umx4TFs"
766194545,"Corker: Our legislation takes a three-prong approach to prevent the situation [in Ukraine] from becoming far worse http://t.co/pexb7cEd5x"
766194546,"Thanks to @NEH_ODH  for awarding grants to Carver Library and Louisiana Endowment for the Humanities for their Bridging Cultures collection"
766194547,"The longer we take to deal with it, the more costly it will be to address. #ActOnClimate - #HappyEarthDay"
766194548,"Good being with you RT @bruceanddan: Pleased to be joined now by @RepHultgren to discuss the vote on the Keystone XL pipeline. @wlsam890"
766194549,"@brodskysdeal You rock. Not sure when I'll be back but I hope soon."
766194550,"DID YOU KNOW: 73% of Americans want to #RaiseTheWage and 67% of small business owners agree? #WEmatter"
766194551,"How is ObamaCare affecting you? Have a question about implementation? Tell me using #AskSebelius. #pjnet #tcot"
