"Title","Text"
"Budapest, Free Practice 3 and 4: A tight battle in store","The teams have just finished their final preparations for the race and qualifying, in much lower temperatures than yesterday."
"Free-Speech for Online Gambling Ads Sought","The operator of a gambling news site on the Internet has asked a federal judge to declare that advertisements in U.S. media for foreign online casinos and sports betting outlets are protected by free-speech rights."
"Nikkei Ends Flat, Oil Concerns Weigh"," TOKYO (Reuters) - Tokyo stocks ended flat on Friday as  worries about record-high oil prices took the edge off  investors' appetite for recently battered technology issues  such as Sharp Corp."
"Catching 'gotchas' in tech contracts","IT managers and contract specialists often fail to include important criteria in final tech deals, such as performance promises made by vendors during the request for proposals process, said negotiation experts at an IBM Share conference."
"Italy's Parmalat sues ex-auditors","Parmalat issues proceedings against its ex-auditors over their dealings with the insolvent group before its near collapse"
"Afghan women blaze a trail","ATHENS, Greece -- At 14.14 seconds, Robina Muqimyar posted the second-slowest time among 63 women in the 100-meter trials. But she and judo competitor Friba Razayee also have achieved historic firsts -- they "
"Still No Movement in N.H.L. Labor Talks","The N.H.L. and the players association moved no closer to a collective bargaining agreement during a five-hour meeting."
"Swimming: Shibata Joins Japanese Gold Rush"," ATHENS (Reuters) - Ai Shibata wore down French teen-ager  Laure Manaudou to win the women's 800 meters freestyle gold  medal at the Athens Olympics Friday and provide Japan with  their first female swimming champion in 12 years."
"Greek Sprinters Withdraw From Olympics","ATHENS, Greece - Greek sprinters Kostas Kenteris and Katerina Thanou pulled out of the Athens Games on Wednesday, nearly a week after they missed a drug test and were later hospitalized following a suspicious motorcycle crash.   ""I'm withdrawing from the Olympics,"" Kenteris said after meeting with the International Olympic Committee's disciplinary commission..."
"Group Urges EPA for More Pollution Cuts (AP)","AP - If the government required deeper cuts in air pollution from power plants, at least 3,000 lives would be saved and 140,000 children would avoid asthma and other respiratory ailments, an environmental group said Tuesday."
"Steroid Talks Progress","Baseball players and owners have made progress toward toughening rules on steroid testing, but there is still plenty of work to be done."
"Japan firm unveils world #39;s lightest flying micro-robot","TOKYO, Aug. 18 (Xinhuanet) -- Japan #39;s Seiko Epson Corp. said Wednesday it has developed a 12-gram flying micro-robot, the world #39;s lightest. "
"Chavez urges opposition to recognize results of referendum","CARACAS, August 22 (Itar-Tass) -- President of Venezuela Hugo Chavez has called on the opposition to recognize the results of a referendum on confidence in the president held on August 15."
"Hobbled Sharon #39;s options limited despite vow to implement Gaza &lt;b&gt;...&lt;/b&gt;","JERUSALEM Aug 20 - Humiliated by his own party and under pressure from the opposition to call new elections, Israeli Prime Minister Ariel Sharon appears in no position to ensure the implementation of his Gaza pullout plan."
"U.S. Soccer Team Fights Past Japan 2-1","THESSALONIKI, Greece - Abby Wambach will never score an easier goal. From one foot away, she tapped the ball into the net and put the United States into the Olympic semifinals..."
"Anti spam bid canned","The screensaver launched last week appeared to be a victim of its own success after it was believed over 100,000 people downloaded it within hours of Lycos Europe putting the specially designed screensaver online."
"Montreal at San Francisco, 7:05 PM","SAN FRANCISCO (Ticker) -- The San Francisco Giants will look for their sixth straight win Tuesday when they continue a four-game series against the Montreal Expos at SBC Park. "
"Keep talking, Downer urges N Korea","Australia #39;s foreign minister pressed leaders in North Korea yesterday to remain involved in six-nation talks on its nuclear program, amid concerns that the Pyongyang administration might pull out of preparatory meetings for the next round of negotiations. "
"Traders Bet on Oracle's PeopleSoft Bid (Reuters)","Reuters - Options traders have been\building bullish positions in PeopleSoft Inc.  (PSFT.O) as\investors bet a federal judge will approve Oracle Corp.'s\hostile takeover bid of the business software maker, traders\said on Monday."
"Three Members of Bhutto's Party Killed (AP)","AP - Unidentified gunmen opened fire on supporters of former Prime Minister Benazir Bhutto's party ahead of a key by-election, killing three people, police said Tuesday."
"Superstar's uncivil behavior is criminal (Chicago Tribune)","Chicago Tribune - Pop stars are no strangers to bad behavior. Smashed guitars, ruined hotel rooms--such misdeeds often are chuckled over later, written up in the tabloids, perhaps listed on invoices for damage. Not so in Russia, where the public expects its performers to remember that they walk in Tchaikovsky's footsteps."
"Advertisers Go Digital to Track Ads (Reuters)","Reuters - Top marketers are going digital to\track the delivery of commercials into U.S. homes with a system\some advocates say will revolutionize advertising the way\product codes changed the selling of sliced bread."
"Home Depot Raises Outlook, Tops Estimates"," ATLANTA (Reuters) - Home Depot Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=HD.N target=/stocks/quickinfo/fullquote""&gt;HD.N&lt;/A&gt; on Tuesday  reported a 19 percent rise in second-quarter profit, topping  estimates, as store renovations and efforts to improve service  drove higher average sales in every category."
"Reds' Graves Placed on DL With Sore Back (AP)","AP - Cincinnati Reds closer Danny Graves was placed on the 15-day disabled list Friday because of lower back spasms that flared up during his last outing."
"Food crisis worsens in North Korea","BEIJING The collapse of North Korea #39;s economy has caused food prices there to skyrocket and created new groups of people who cannot afford to buy what they need to live, the World Food Program said on Wednesday. "
"Treasuries Fall as Oil Retreats (Reuters)","Reuters - U.S. Treasury debt prices fell on\Monday as investors focused on a pullback in oil prices from\record highs and largely shrugged off dismal results from a\regional manufacturing survey."
"Baffling day in baffling race","It was another glorious opportunity for the Giants to provide an answer to the burning question of the day, namely,  quot;How the hell are these guys in the wild-card race?"
"Invasion alert in DR Congo town","Security is stepped up in the border town of Bukavu after Rwanda and Burundi said they could send troops into Democratic Republic of Congo."
"Heiress Nicky Hilton Marries in Vegas","LAS VEGAS - Nicky Hilton, the hotel heiress and socialite, has tied the knot with her beau in a late-night ceremony, according to court filings obtained by The Associated Press.    Hilton, 20, married New York money manager Todd Andrew Meister, 33, at the Las Vegas Wedding Chapel early Sunday, according a Clark County marriage license..."
"Confidential Oracle sales data likely to be released","U.S. District Court Judge Vaughn Walker said sales documents detailing highly confidential information, such as which companies receive discounts on Oracle products and the size of the discounts, are likely to be made public."
"Friday the 13th Phobia Rooted in Ancient History","Fear of Friday the 13th has roots in a Viking myth, ancient Rome, and even the Last Supper."
"Church Says Girls' Communion Not Valid","BRIELLE, N.J. - An 8-year-old girl who suffers from a rare digestive disorder and cannot eat wheat has had her first Holy Communion declared invalid because the wafer contained no wheat, violating Roman Catholic doctrine..."
"Campaign Game Mimics Real Life","A new simulated election game that lets you play campaign manager to a presidential candidate is both thrillingly and disturbingly similar to real-world politics. A review by Jason Silverman."
"Google Starts Auction","Company launched the biggest electronic auction of stock in Wall Street history Friday but warned that it could face legal liability from a Playboy magazine interview in which some aspects of the Internet search engine's performance were overstated. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/b&gt;&lt;/font&gt;"
"Russian Supply Craft Docks with Space Station (Reuters)","Reuters - A Russian supply ship docked with the\International Space Station on Saturday, delivering food and\fuel to the two astronauts living there, mission control said."
"Update 2: Swisscom Confirms May Merge With Firm","Telecommunications companies Swisscom AG and Telekom Austria AG are in talks over a possible merger, Swisscom said. "
"New Blast Rocks Texas Natural Gas Unit"," HOUSTON (Reuters) - A new explosion rocked an underground  natural gas storage site early Friday, sending a fireball into  the sky and prompting the evacuation of homes near the blaze,  which has raged since early Thursday."
"Nesterenko Takes Gold","Yuliya Nesterenko ends two decades of American dominance in the 100 meters with a closing surge to catch Lauryn Williams."
"Tennis: Hewitt cruises into Washington quarter-finals","Second-seed Lleyton Hewitt moved into the quarterfinals of the Washington Open tennis tournament with a routine 6-3 6-2 win over Colombian Alejandro Falla today."
"Health Highlights: Aug. 17, 2004","Here are some of the latest health and medical news developments, compiled by editors of HealthDay:    -----     Arizona Leads Nation in West Nile Cases      Thousands of abandoned swimming pools, along with irrigation canals and other prime breeding sites for mosquitoes in Phoenix, have made Arizona the state hardest hit by West Nile virus this year.      Arizona has accounted for at least 290 of more than 500 reported cases of West Nile virus in the United States so far in 2004..."
"Thomson Buys Test Provider Capstar"," TORONTO (Reuters) - Electronic publisher Thomson Corp.  &lt;TOC.TO&gt; said on Monday it will buy test provider Capstar from  Educational Testing Service, the latest in a string of  acquisitions designed to flesh out its product offerings."
"Apple Ships Motion","Apple has begun shipping Motion, which delivers high-performance, real-time motion graphics design and integration with Final Cut Pro HD and DVD Studio Pro 3, at a breakthrough price of \$299. Aug 10"
"Nikkei Down, Oil Worries Hit Exporters (Reuters)","Reuters - Tokyo's Nikkei fell 1.66 percent by\midday on Monday, extending losses into a third day as another\surge in oil prices deepened worries about the global economic\impact and knocked down exporters such as Toyota Motor Corp."
"Beckham:  #39;England needed this boost #39;","David Beckham admitted England needed to prove a point by beating Ukraine in Wednesday night #39;s friendly at St James #39; Park. "
"Sadr Militia Still Controls Iraq Shrine -Witnesses"," NAJAF, Iraq (Reuters) - Shi'ite fighters appeared still to  be in control of a holy shrine in Najaf on Friday after Iraq's  interim government said it had overcome a bloody uprising by  seizing the Imam Ali mosque without a shot being fired."
"Knee injury benches Eagles' Kalu for season","Philadelphia Eagles defensive end N.D. Kalu will miss the season after tearing the anterior cruciate ligament in his right knee during yesterday's practice."
"Astros' Clemens Strains Calf, Leaves Game Against Phillies"," PHILADELPHIA (Sports Network) - Houston starting pitcher  Roger Clemens left Wednesday's 9-8 win over Philadelphia with a  strained right calf."
"PAULA HOLDS MEDAL HOPES","Long-distance runner Paula Radcliffe is tipped to add to Britain #39;s Olympic gold medal tally when she competes in the women #39;s marathon today."
"Hackers join dark side","SECURITY EXPERTS MessageLabs say that there is evidence that virus writers are working hand in hand with spammers. "
"Transactions","BASEBALL Kansas City (AL): Activated P Jeremy Affeldt from the 15-day DL; optioned P Jorge Vasquez to Wichita (Texas League)."
"Woodgate to join Real after passing medical","MADRID, Aug 20 (Reuters) - Newcastle United defender Jonathan Woodgate will sign for Real Madrid after passing a medical on Friday, joining the Spanish club on a four-year deal for a reported 20 million euros (\$24.74 million). "
"UA #39;s Beard swims to silver in medley debut","ATHENS - American swimmer Michael Phelps collected two more gold medals Tuesday, but even he knew he wasn #39;t the story of the day from the Summer Olympics in Athens. "
"Arafat Urges Palestinians to 'Correct Mistakes'"," RAMALLAH, West Bank (Reuters) - Palestinian President  Yasser Arafat, under pressure to enact anti-corruption reforms,  said on Wednesday that some officials had misused their posts  and urged efforts to correct ""all the mistakes."""
"2 Big Carriers at O #39;Hare to Cut Flights","HICAGO, Aug. 18 - The nation #39;s two largest airlines, American and United, announced on Wednesday that they would cut flights at O #39;Hare International Airport to ease congestion that has been delaying flights from coast to coast. "
"Stocks Seen Little Changed; Oil Weighs"," NEW YORK (Reuters) - Stocks are seen opening little changed  on Monday as crude prices remain high, but insurers may dip on  worries about their potential liabilities after a hurricane  struck Florida on Friday."
"TJX Cos. Earnings Fall 4 Percent","TJX Cos. Inc. #39;s second-quarter earnings fell 4 percent, reflecting higher markdowns on merchandise due to softer sales trends. "
"Auto Retailer CarMax Cuts Profit Outlook (Reuters)","Reuters - Auto retailer CarMax Inc. (KMX.N) on\Tuesday said it was cutting its second-quarter earnings\forecast due to slower-than-expected used-car sales."
"IT Myth 5: Most IT projects fail","Do most IT projects fail? Some point to the number of giant consultancies such as IBM Global Services, Capgemini, and Sapient, who feed off bad experiences encountered by enterprises. Sapient is a company founded on the realization that IT projects are not successful, says Sapient CTO Ben Gaucherin."
"Parliamentarians Not To Compromise Governance For Personal Gains: Musharraf","ISLAMABAD, Pakistan : Aug 18 (PID) - President General Pervez Musharraf Tuesday urged the Parliamentarians not to compromise governance for personal gains and work selflessly to serve the people and earn a rightful place for the country in the comity of ..."
"The Geisha Stylist Who Let His Hair Down","Here in the Gion geisha district of Japan's ancient capital, even one bad hair day can cost a girl her career. So it is no wonder that Tetsuo Ishihara is the man with the most popular hands in town."
"Shooting: 'Wrong Target' Drama Costs U.S. Gold"," ATHENS (Reuters) - American Matthew Emmons fired at the  wrong target on the verge of victory in the Olympics men's  50-meter rife three-position target event to surrender an  almost certain gold medal to China's Jia Zhanbo on Sunday."
"Missing June Deals Slow to Return for Software Cos. (Reuters)","Reuters - The mystery of what went wrong for the\software industry in late June when sales stalled at more than\20 brand-name companies is not even close to being solved\although the third quarter is nearly halfway over."
"Pakistani Islamists rally against custodial killing, raids on seminaries (AFP)","AFP - Thousands of Islamists demonstrated across Pakistan after Friday prayers against the death of a cleric in detention over suspected links to Al Qaeda and against raids on seminaries."
"US Court Rejects Movie, Music Makers' Piracy Claims"," LOS ANGELES (Reuters) - A federal appeals court on Thursday  delivered a stinging blow to the anti-piracy efforts of major  movie studios and music companies, ruling that several online  file-sharing software companies are not liable for copyright  infringement."
"Egypt announces 'breakthrough' on Mideast peace (AFP)","AFP - Key players in the search for Middle East peace have reached understanding on a plan that could lead to a comprehensive settlement."
"Russian Alien Spaceship Claims Raise Eyebrows, Skepticism (SPACE.com)","SPACE.com - An expedition of Russian researchers claims to have found evidence that an \  alien spaceship had something to do with a huge explosion over Siberia in 1908. \  Experts in asteroids and comets have long said the massive blast was caused \  by a space rock."
"Kerry Legal Team Member Is Issued Citation (AP)","AP - A member of Democratic presidential candidate John Kerry's national legal team received a citation on accusations he solicited a prostitute, but the aide said it was the result of a misunderstanding."
"Efforts underway to hold Korean crisis talks: US (AFP)","AFP - Diplomatic efforts are underway to hold a preparatory meeting for the six-party talks aimed at ending the nuclear crisis in the Korean peninsula, the US State Department said."
"Britain Charges 8 in Terror Plot Tied to U.S. Alert"," LONDON (Reuters) - Britain charged eight terrorism suspects  Tuesday and said one had plans which could be used in terror  attacks on U.S. financial targets in New York, New Jersey and  Washington."
"US rowers advances in photo finish","SCHINIAS, Greece (AP)  The early success of the first black Olympic rower on the US men #39;s team and his Navy officer partner was supposed to end Wednesday. "
"Stocks Edge Higher As Oil Prices Fall","NEW YORK - Stocks moved slightly higher Friday as investors tried to uncouple share prices from skyrocketing oil costs, helped in afternoon trading by falling oil prices that had earlier reached new highs and flirted with \$50 per barrel.    A barrel of light crude was quoted at \$48.15, down 55 cents, on the New York Mercantile Exchange after hitting a record intraday high earlier in the session at \$49.40..."
"Hip Hop's Online Shop","Celebrity fashion is booming. These webpreneurs are bringing it to main street"
"Not Roddick, but Fish reaches finals","ATHENS, Greece - Despite early disappointment in the Olympic tennis tournament, the US by was treated by Mardy Fish to a 6-3, 6-4 victory over Fernando Ganzalez in the semifinal match. "
"Sybase upgrades PowerBuilder, plots RFID move","At its annual user conference in Orlando, Sybase Inc. released a new version of its application development tool, outlined plans for an upgrade to its database software and planned to preview a system for tracking RFID data."
"Violence Tackled at Online Gaming Parlors (AP)","AP - Six days a week, teens crowd the Blue Screen Gaming cybercafe to hunt each other down with assault rifles inside virtual computer worlds. In these video game halls, nobody gets hurt. But real-life violence has flared around some of these businesses, prompting municipal crackdowns."
"Singh Wins PGA Championship in Playoff (AP)","AP - The only birdie Vijay Singh made all day was the only one that mattered. All but counted out of the PGA Championship with a putter that failed him, Singh took advantage of a late collapse by Justin Leonard to get into a three-way playoff Sunday at Whistling Straits, then made the only birdie over the three extra holes to win the final major of the year."
"N.M. Museum to Launch Names Into Space (AP)","AP - The New Mexico Museum of Space History will be shipping names to the stars with the first X-Prize launch into space."
"Thrilling Relay Win Gets Phelps Third Gold","ATHENS, Greece - Now this was a duel in the pool. With Michael Phelps leading off Tuesday night, the United States bested its rival from Down Under in the most thrilling race of the Athens Games..."
"India clears cricket team to begin Bangladesh tour (Reuters)","Reuters - India said on Tuesday its national cricket team's Bangladesh tour could begin, after a threat from an Islamic militant group prompted a security review."
"N. Ireland deal hinges on IRA disarmament (AFP)","AFP - British and Irish Prime Ministers Tony Blair and Bertie Ahern were preparing to head to Belfast, hopeful of a breakthrough in the protracted deadlock over power-sharing in Northern Ireland."
"Lynx Infielder Fontenot Has 'Pretty Good Pop for His Size'","At 5 feet 8, 160 pounds, second baseman Mike Fontenot looks more like the Class AAA Ottawa Lynx's batboy than one of the Baltimore Orioles' top prospects."
"US mortgage applications rise as rates ease","NEW YORK, Aug 18 (Reuters) - New applications for US home loans rose last week while refinancings surged, as 30-year mortgage interest rates fell to their lowest level in over four months, an industry group said on Wednesday. "
"Oil Near  #36;49 on Mounting Iraq Violence (Reuters)","Reuters - Global oil prices rallied to fresh\highs on Friday with U.S. crude approaching  #36;49, driven by\escalating violence in Iraq and unabated demand growth from\China and India."
"Rwanda issues genocide warning","Rwanda warns it will intervene to prevent genocide, as more than 150 Tutsi  refugees are buried in Burundi."
"China Detains Prominent Buddhist Leader","Chinese authorities detained a prominent, U.S.-based Buddhist leader in connection with his plans to reopen an ancient temple complex in the Chinese province of Inner Mongolia last week and have forced dozens of his American followers to leave the region, local officials said Wednesday."
"Google jumps 18 pc on debut","NEW YORK (CNN/Money) -- Google stock jumped 18 percent in its long-awaited but rocky debut Thursday. "
"Galaxy, Crew Play to 0-0 Tie (AP)","AP - Kevin Hartman made seven saves for Los Angeles, and Jon Busch had two saves for Columbus as the Galaxy and Crew played to a 0-0 tie Saturday night."
"Feds Subpoena Fannie Mae in Probe-Source"," WASHINGTON (Reuters) - Regulators investigating Fannie  Mae's accounting practices have sent subpoenas to the No. 1  U.S. mortgage finance company in connection with the probe, a  source familiar with the matter said on Friday."
"Dolphins Too Have Born Socialites (Reuters)","Reuters - Some people are born to be the life and\soul of the party -- and so it seems are some dolphins."
"Najaf battle a crucial test for Allawi","Clashes between US troops and Sadr militiamen escalated Thursday, as the US surrounded Najaf for possible siege."
"Paul Hamm's example","PAUL HAMM'S fall and rise are what make the Olympics so much more than a sports event. The US gymnast who spun despair into gold on Wednesday gives hope to the whole human endeavor by defusing the word  quot;loser. quot;"
"Japan Stocks Fall on Oil Worries","TOKYO (Reuters) - Tokyo #39;s Nikkei average fell 0.59 percent by midday on Wednesday, erasing initial gains, as exporters like Nissan Motor Co. Ltd. declined on concern over the possible impact on the global economy of surging oil prices. "
"Progress Cargo Ship Launched From Russia (AP)","AP - A Russian cargo ship loaded with supplies and equipment blasted off from the Baikonour cosmodrome in Kazakhstan on Wednesday headed for the international space station, a Russian space official said."
"Tamil Tigers are unlikely to change their stripes (NEWS ANALYSIS) :","India News  gt; New Delhi, Aug 17 : For the first time since Sri Lanka #39;s peace process got under way in February 2002, Tamil Tiger guerrillas have come under flak from the West amid growing signs of a revival of the armed conflict. "
"Judge Maintains Peirsol Broke Rules","ATHENS (Reuters) - The swimming judge who disqualified gold medal winner Aaron Peirsol at the Athens Olympics is standing by his claim that the American backstroker broke the rules. "
"Phelps, Thorpe Advance in 200 Freestyle (AP)","AP - Michael Phelps took care of qualifying for the Olympic 200-meter freestyle semifinals Sunday, and then found out he had been added to the American team for the evening's 400 freestyle relay final. Phelps' rivals Ian Thorpe and Pieter van den Hoogenband and teammate Klete Keller were faster than the teenager in the 200 free preliminaries."
"Kerry Says Bush Uses Surrogates to Do 'Dirty Work' (Reuters)","Reuters - John Kerry accused President Bush of\using surrogates to ""do his dirty work,"" as the Democratic\presidential challenger hit back on Thursday at a Republican\assault on his Vietnam War record."
"GM to Begin Making Cadillacs in China (AP)","AP - General Motors said Monday it will start making Cadillacs in China this year, joining a race by foreign luxury car brands to sell to the country's newly rich elite."
"Bills' McGahee Said to Ask for Trade (AP)","AP - Running back Willis McGahee has asked the Buffalo Bills to trade him if he is not their starter on opening day, a source told The Associated Press on Friday."
"AL Wrap: Santana Solid on Mound as Twins Beat Yankees","NEW YORK (Reuters) - Johan Santana pitched seven strong innings to win his fifth straight start and Shannon Stewart homered, had three hits and two RBI to lead the Minnesota Twins to a 7-2 home win over the New York Yankees. "
"Clemens #39; leg injury isn #39;t serious","Roger Clemens strained his right calf in the Houston Astros #39; 9-8 victory over the Philadelphia Phillies on Wednesday night, but the injury isn #39;t considered serious. "
"Safety Gap Grows Wider Between S.U.V.'s and Cars","People driving or riding in a sport utility vehicle in 2003 were nearly 11 percent more likely to die in an accident than people in cars."
"French equestrinan protest finally upheld","Four days after the competition was held, France was finally awarded a gold medal Saturday in the Olympic equestrian three-day team event."
"Chavez Wins Venezuela Referendum-Official Results (Reuters)","Reuters - Venezuelan President Hugo\Chavez has survived a referendum to recall him, according to\results released by electoral authorities on Monday with 94\percent of the vote counted."
"Web Sites Agree to Be Accessible to Blind (AP)","AP - In one of the first enforcement actions of the Americans with Disabilities Act on the Internet, two major travel services have agreed to make sites more accessible to the blind and visually impaired."
"Bugel's Fine Line","Redskins assistant head coach Joe Bugel returns to  turn his new group of ""Dirt Bags"" into a mirror image of his ""Hogs"" of the 1980s."
"Cybersecurity post needs a promotion, firms say","The US government is not taking cybersecurity seriously enough and should spend more money and energy on the topic, a group of computer security firms said Tuesday."
"Earnings alert: BEA revenue rises amid turmoil","Plus: Dell meets expectations...Storage, servers bruise HP earnings...Healthy sales lift Cisco's profit."
"Internet pharmacies get go-ahead","The government gives the green-light to internet-only pharmacies in England."
"U.S. Women Beat Spain in First Real Test","ATHENS, Greece - Seriously challenged for the first time in these Olympics, the U.S. women's basketball team fought through foul problems and long stretches of frigid shooting to clinch first place in its preliminary group with a 71-58 victory over Spain on Friday..."
"Iraq's South Oil Co. Headquarters Torched (AP)","AP - Shiite militants loyal to radical cleric Muqtada al-Sadr broke into the headquarters of Iraq's South Oil Co. on Thursday and set the company's warehouses and offices on fire, witnesses said."
"European Union Extends Microsoft-Time Warner Review","BRUSSELS, Belgium (AP) -- European antitrust regulators said Monday they have extended their review of a deal between Microsoft Corp. (MSFT) and Time Warner Inc..."
"Symantec Upgrades Norton Security Products","Symantec has unveiled new versions of its Norton security products--beefing up some of the real-time and automated features--and will release them in the next few weeks. "
"West Indies Hold Up England March","James Anderson took both wickets to fall as England were met with West Indian defiance on the third day of the final Test at the Oval."
"Dillard #39;s misses estimates, shares plunge","NEW YORK, Aug 18 (Reuters) - Dillard #39;s Inc. (DDS.N: Quote, Profile, Research) on Wednesday reported a narrower quarterly loss even after it cut costs, but a drop in same-store sales caused the latest results to miss Wall Street #39;s estimates by a wide ..."
"Lankford Accepts Minor League Assignment (AP)","AP - St. Louis Cardinals outfielder Ray Lankford accepted a minor league assignment to Triple-A Memphis on Monday, nine days after leaving the team to consider his career options."
"Does Playboy Interview Violate Google IPO?","Does Playboy Interview Violate Google IPO?\\On the day of the IPO comes more Google controversy - Google rsquo;s founders will appear in an upcoming issue of Playboy magazine. Although the interview was apparently held before the IPO hype,  the Playboy interview may have broken US Securities laws over pre-IPO  #8220;quiet ..."
"Syrian Court Releases Rights Activist on Bail","A Syrian court has released on bail a human rights activist charged with tarnishing the country's image but considered by advocacy groups to be a prisoner of conscience, one of his attorneys said Monday."
"Pieter van den Hoogenband #39;s name may be too long, but he #39;s compelling","Pieter van den Hoogenband of the Netherlands missed qualifying for the semis in the 50 freestyle this morning, and the world #39;s headline writers heaved a sigh of relief. When the Flying Dutchman was beaten by Australia #39;s Ian Thorpe in the 200 freestyle on ..."
"Nikkei Hits 3-Mth Closing Low"," TOKYO (Reuters) - Tokyo's Nikkei average fell 0.65 percent  to a fresh three-month closing low on Monday as crude oil  prices again hit record highs in Asian trading hours, clouding  the outlook for the global economy."
"VIDEO GAME REVIEW: Driv3r Plot Is Tedious (AP)","AP - Atari could have redefined guns and gas pedal mayhem with the much anticipated ""Driv3r"" (pronounced Driver 3), the latest installment in a series of bad-boy-driving-'n'-violence titles. But there's nothing new here to see  #151; nothing new graphically, emotionally, or functionally in the way of game play."
"Equity Firms to Buy Intelsat for \$3.1 Bln"," PARIS (Reuters) - Intelsat is to be sold to four private  equity firms for \$3.1 billion, the world's second-largest  satellite operator said on Monday."
"Expos Lose Johnson, Armas to Injuries (AP)","AP - Montreal Expos first baseman Nick Johnson was hit on the side of the head by a hard grounder and was carried off the field on a stretcher Friday night."
"Krispy Kreme operating chief quits","WINSTON-SALEM, N.C. -- Krispy Kreme Doughnuts Inc.'s John Tate quit as chief operating officer amid a government probe of the chain's accounting and earnings forecasts."
"NLD MP urges people to sign petition","Despite intimidation by the ruling Burmese military authorities, the National League for Democracy (NLD) members have continued the signature campaign with increased momentum calling for the release of all political prisoners including NLD leaders Daw ..."
"Moore Takes Stroke Honors at U.S. Amateur (AP)","AP - Ryan Moore took medalist honors in stroke-qualifying play at the U.S. Amateur on Tuesday, shooting and even-par 70 for a two-round total of 139."
"US Wins First Fencing Gold Since 1904","THENS, Aug. 17  As the American fencer Mariel Zagunis yelled in triumph, her teammates rushed her and hurled her into the air. What made their celebratory gesture especially notable was that Zagunis was still holding, and waving, her ..."
"Anarchists Emerge as the Convention's Wild Card","New York police consider self-described anarchists the unknown factor in whether the Republican convention demonstrations remain under control."
"Venus, Roddick ousted from Olympics","Athens, Greece, Aug. 18 (UPI) -- Americans Andy Roddick and Venus Williams were shockingly eliminated in the third round of the Olympic tennis tournament Wednesday. "
"Kenteris, Thanou Quit Games; Thorpe Record Bid Fails (Update6)","Aug. 18 (Bloomberg) -- Olympic medalists Kostas Kenteris and Ekaterini Thanou quit the Athens Games, overshadowing the start of track and field events on the fifth day of competition. Venus Williams and Andy Roddick were eliminated from the tennis. "
"Gartner revises PC market forecast, warns of downside","The PC market won't grow as fast in 2004 as originally predicted by Gartner Inc. analysts, as concerns about the overall health of the U.S. economy weigh on the market, the market research company said Monday."
"Edwards Vows Economic Aid for Heartland (AP)","AP - Democratic vice presidential nominee John Edwards promised Monday to deliver high-speed Internet access and more money for people to start businesses in rural areas."
"Nestle #39;s 1st-Half Net Profit Hits \$2.28B","VEVEY, Switzerland Aug. 18, 2004  Nestle SA posted a modest 2 percent increase in profits for the first half of the year as it faced such challenges as higher prices for raw materials like milk and coffee as well as cooler temperatures,which dampened ..."
"Brad Ott Gets First Nationwide Victory (AP)","AP - Brad Ott shot an 8-under 64 on Sunday to win the Nationwide Tour's Price Cutter Charity Championship for his first Nationwide victory."
"Raiders #39; revamped defense still needs tinkering","An online scouting service recently rated the Dallas Cowboys in a tie with the 49ers as the second least-talented offense in the NFL."
"Researchers Develop Method to Find Algae (AP)","AP - Marine researchers are hoping to prevent tides of destructive algae from killing fish and fouling beaches through early detection of the microscopic organisms."
"Rouse Sale Ends Independence of Unique Visionary","The \$7.2 billion sale of The Rouse Co. marks the end of a fiercely independent real estate and shopping mall company that oversaw America #39;s 20th Century migration from "
"Google rises in market debut","The U.S. Securities and Exchange Commission yesterday approved Google Inc.'s IPO plans, and the company's stock jumped 20 on its first day of trading on the Nasdaq stock exchange."
"India orders Olympic dope probe","Sports Minister Sunil Dutt says action will be taken after two weightlifters fail a drugs test at the Athens Olympics."
"Downer positive over North Korea talks","TONY JONES: On a rare visit to North Korea, Australia #39;s Foreign Minister Alexander Downer said today he #39;s held productive talks on efforts to end the reclusive nation #39;s nuclear program. "
"Charley a Harbinger of Busy Hurricane Season?","The killer storm that slammed into Florida on August 13 made two things clear: Hurricanes can still surprise forecasters, and the rest of the 2004 hurricane season probably is going to be quite active."
"Analysts fear longer than expected G5 delays (MacCentral)","MacCentral - Analysts from Prudential Equity Group and UBS have warned over the past two days that longer than expected G5 delays from IBM Corp. is the near-term ""key risk"" for Apple Computer Inc. Both firms are concerned the delays could be longer than originally expected."
"American claims Khorkina crown","ATHENS -- With a dazzling routine on the floor, American Carly Patterson staked her claim last night as the new queen of gymnastics. Patterson, 16, spoiled Russian superstar Svetlana Khorkina #39;s final chance at Olympic gold in gymnastics #39; premier event and ..."
"Britain Charges Suspects in U.S.-Linked Terror Case (Reuters)","Reuters - Britain charged eight men on Tuesday\with conspiracy to murder and other terrorism charges, some\relating to plans for U.S. buildings such as the New York Stock\Exchange that were the subject of terrorism alerts this month."
"Asia feels the pain of oil prices","Governments around the region are warning that rising oil prices have started to hurt their economies."
"Can GameStop Be Stopped?","GameStop's lack of a competitive advantage leaves investors with many questions."
"China Typhoon Death Toll Rises; 40 Missing (AP)","AP - China raised its official death toll from Typhoon Rananim to at least 147 on Monday, as villagers with farm tools dug through massive landslides searching for 40 people still missing."
