"Tag","Title","Text"
1,"Iran Reasserts Its Right to Enrich Uranium as Standoff Persists","Iran #39;s foreign minister said Saturday that Iran had every right to keep, for research purposes, some of the centrifuges that could be used to enrich uranium, an indication "
2,"Molik secures back-to-back titles","Australian tennis player Alicia Molik stormed to her second title in two weeks with a 6-3, 6-4 victory over Russian Dinara Safina in the final of the WTA event in Luxembourg overnight."
2,"Johnson #39;s team in familiar position: fighting back","HOMESTEAD, Fla. - One might not think a disastrous qualifying effort alone could erase the momentum created by four victories in five weeks."
1,"Allawi to Promote Iraq Election in Jordan (AP)","AP - Iraq's interim prime minister went to Jordan on Tuesday for meetings with tribal figures and other influential Iraqis in a bid to encourage Sunni Muslims to participate in the Jan. 30 elections, but he ruled out contacts with insurgent leaders and former members of Saddam Hussein's deposed regime."
4,"Great White Sharks, Others Win Global Protection","Great white sharks are among many endangered species to gain better international protection at a meeting of 166 countries in Thailand. Restrictions on black rhinos were eased."
1,"Not at His Best, Clemens Wins a Game 1","The Houston Astros battered the Atlanta Braves, 9-3, in Game 1 of their N.L. division series even without the best from their starting pitcher, Roger Clemens."
1,"Stewart Ordered to Prison Within 3 Weeks","NEW YORK - Martha Stewart must report to prison in less than three weeks, a federal judge ruled Tuesday in granting the celebrity homemaker's request to begin serving her sentence for lying about a stock sale. Her namesake company's stock surged 12 percent..."
2,"Olympic rowing champion Pinsent bows out","A few months after winning his fourth Olympic Gold Medal Matthew Pinsent, one of Britain #39;s premier rowers in recent years has announced his retirement."
1,"Powell presses China on NKorea, Taiwan talks","Beijing: US Secretary of State Colin Powell pressed China on Monday to convince North Korea to return to stalled talks on its nuclear weapons programs and urged Beijing to take up a Taiwanese offer for dialogue."
2,"Oklahoma #39;s mastery of Texas borders on ridiculous","DALLAS -- Oklahoma #39;s dominance of Texas is reaching infomercial status. Less annoying, maybe, but more effective. It has become a rite of fall."
1,"Dutch filmmaker who criticized Islam slain in Amsterdam","A filmmaker who is a relative of the painter Vincent van Gogh was slain in an Amsterdam street Tuesday after receiving death threats over a movie he made criticizing the treatment of women under Islam."
1,"Arafat, Musharraf shake logjam","Although the veteran Palestinian leader Yasser Arafat and President Pervez Musharraf of Pakistan have little in common, their recent moves have given a jolt to two long frozen conflicts -- the Israeli-Palestinian imbroglio and the Indo-Pakistan struggle "
2,"Federer beats Roddick to win Thailand Open","Roger Federer defeated Andy Roddick 6-4 6-0 to win the Thailand Open on Sunday, and joined Bjorn Borg and John McEnroe as the only players to win 12 consecutive finals."
2,"Villeneuve to Drive Final Races for Renault","Formula One champion Jacques Villeneuve of Canada will drive for Renault for the final three races of this season. Villeneuve, who has not raced in Formula One this season, will debut for Renault this month at the Chinese Grand Prix in Shanghai."
1,"Al-Jazeera Airs Tape of Weeping Aid Worker (AP)","AP - Al-Jazeera television aired a video Friday showing kidnapped CARE director Margaret Hassan weeping and pleading with the British people to act to save her life."
1,"Bush calls Philippine leader, affirming ties despite Iraq hostage spat (AFP)","AFP - US President George W. Bush called his Philippines counterpart Gloria Arroyo and said their countries should keep strong ties, a spokesman said after a spat over Arroyo's handling of an Iraq kidnapping."
4,"Paris govt. offices slowly switching to open-source software","Local government offices in the French capital will be moving to open source software, but they #39;ll be doing it slowly. An independent study showed that a switch to open source would cause  quot;significant "
4,"TSMC Shows Signs of Tech Sector Slowdown","Taiwan Semiconductor Manufacturing Co., the world #39;s biggest producer of custom-made chips, on Thursday reported record-breaking revenue for the third quarter, but signaled that the global technology sector might be heading for a slowdown in the fourth "
1,"Relief, disbelief in Kashmir as India announces troop reduction","SRINAGAR, India : The announcement by Prime Minister Manmohan Singh of a troop reduction in Indian Kashmir this winter has evoked reactions ranging from relief to disbelief in the insurgency-hit region."
3,"QLT Prostate Cancer Treatment Wins FDA OK"," TORONTO (Reuters) - QLT Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=QLT.TO target=/stocks/quickinfo/fullquote""&gt;QLT.TO&lt;/A&gt; &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=QLTI.O target=/stocks/quickinfo/fullquote""&gt;QLTI.O&lt;/A&gt; said on  Wednesday it won U.S. regulatory approval for the six-month  formulation of its prostate cancer treatment, Eligard."
3,"Singapore Shares End Slightly Higher","Singapore shares ended slightly higher Friday in a session dominated by Singapore Telecommunications Inc., which fell sharply following news of a placement of its shares by parent Temasek Holdings."
3,"American, Boeing Agree to Delay 54 Plane Deliveries (Update4)","AMR Corp. #39;s American Airlines, the world #39;s largest carrier, delayed the deliveries of 54 Boeing Co. planes to save \$2.7 billion in spending over the next six years."
1,"Four dead in blast at Shiite mosque as sectarian violence spikes &lt;b&gt;...&lt;/b&gt;","A suicide bombing at a Shiite mosque Sunday in this eastern city killed four people, including two security guards who lost their lives confronting the attacker and preventing a far greater number of deaths."
1,"Two Arrested in Death of US Journalist","Two Chechen men suspected of taking part in the murder of American journalist Paul Klebnikov have been arrested, police said Tuesday, and one commentator cited his interviews with a rebel leader as a possible motive."
1,"N.Korea Blast Scene a Construction Site -- Diplomats (Reuters)","Reuters - Diplomats who visited the scene of a\mysterious explosion in North Korea said the site was a\hydroelectric construction project, and one envoy said more\blasts were planned, Kyodo news agency reported."
1,"Zimbabwe forces on high alert for treason verdict","HARARE - Zimbabwe said it had put its security forces on high alert to deal with what it said was an opposition plan to unleash violence on Friday when a court is due to pass judgment in the treason trial of its leader."
4,"Time to defund NASA?","The most important news story of this fall, ultimately more important than the re-election of the president, was the awarding of the X Prize to Burt Rutan for his SpaceShipOne flights."
1,"China Puts Flood Toll at 1,029 as Wet Season Ends"," BEIJING (Reuters) - Floods in China killed more than 1,000  people this year, destroyed 650,000 village homes and caused  64.7 billion yuan (\$7.82 billion) in direct economic losses,  the official Xinhua News agency said."
3,"PeopleSoft Leads Rally in Tech Stocks","PeopleSoft Inc. shares surged 15 percent as investors interpreted the ouster of the company #39;s chief executive as a sign the company might now be willing to accept Oracle Corp."
4,"Intel defeats AMD in court","The documents in question were brought to court during Intel #39;s legal battle with Intergraph. AMD believes they show its arch-rival to be guilty of anti-competitive behaviour, which is why it wanted the EC to take a look."
1,"Colombian Drug Kingpin in Miami Prison Cell"," MIAMI (Reuters) - The former boss of Colombia's Cali  cocaine cartel was in a U.S. prison cell on Saturday after an  extradition that capped a 14-year investigation into his  multibillion dollar drug business."
3,"Oil prices fall after steep run-up","Crude oil futures prices fell around the globe yesterday following a steep run-up on Friday that was prompted by persistent concerns about winter fuel supplies."
3,"Ryanair, easyJet expand flights to Italy after Volare bankruptcy","LONDON (AFP) - Ryanair and easyJet both announced plans to expand in the Italian market following the collapse of the low-cost airline Volare, which has declared insolvency and suspended flights and ticket sales."
2,"Ryder Cup: Europe Takes Early Control"," BLOOMFIELD HILLS, Michigan (Reuters) - Inspired by a  brilliant putting display in overcast conditions at Oakland  Hills, Europe led the United States in three of the four  opening fourball matches at the 35th Ryder Cup on Friday."
3,"Yes, Options Really Are an Expense","FASB stares down the tech lobby and mandates that employee stock options must be expensed."
1,"Another attack suspect arrested","The German authorities have arrested a fourth man in connection with a suspected plan to attack the Iraqi Prime Minister Iyad Allawi during a visit to Berlin earlier this week."
4,"Microsoft #39;s Competition From Mozilla","Microsoft doesn #39;t seem to be too worried about the competition of Mozilla with their release of Firefox 1.0. Microsoft isn #39;t planning on releasing a new version of IE anytime soon, but Microsoft #39;s director "
2,"Tiger finds his swing at Target","We #39;ve seen the smile more lately on Access Hollywood or the Today Show than walking up a fairway, but last week at Sherwood Country Club, it was different."
3,"FDI hike in civil aviation cleared","In a move that could boost the aviation sector in India, the Union Cabinet on Wednesday approved a proposal to hike Foreign Direct Investment (FDI) ceiling in civil aviation from 40 to 49."
4,"Missing Link to Life Found?","Mount St. Helens #39; recent eruption may be replaying a scene straight from the geochemical drama that led to life on Earth. Besides ash and lava, most volcanoes "
3,"UPDATE: Australia #39;s Fairfax Eyes Role In Media Shake-Up","SYDNEY (Dow Jones)--As investors speculate about the future landscape of the Australian media industry, newspaper publisher John Fairfax Holdings Ltd."
3,"IBM Agrees to Settle Part of Federal Pension Lawsuit (Update2)","International Business Machines Corp., the world #39;s largest computer maker, said it will settle part of a federal lawsuit that claimed the company #39;s pension plan discriminated against 130,000 older workers."
1,"UN Calls For Cease-Fire As Congo Factions Continue Fighting","The United Nations has called on all factions involved in several days of fighting in eastern Congo to agree to a cease-fire. Clashes continued Monday as the United Nations ordered the government "
1,"Brazil Posts \$3.17 Billion Trade Surplus","High prices for commodities and agricultural goods on international markets helped Brazil post a \$3.17 billion trade surplus in September, the trade and development ministry said Friday."
3,"UPDATE 1-RESEARCH ALERT-Analysts cut Open Text ratings","Analysts cut their ratings and slashed stock targets for Open Text Corp.(OTC.TO: Quote, Profile, Research) on Wednesday, citing concerns that the software maker #39;s warning of weaker-than-forecast quarterly results signal growth "
1,"Lynne Cheney Helps Soften Husband's Image (AP)","AP - Lynne Cheney smiles, nods and applauds. Sitting on a stool beside her husband, she shows none of the fire that made her a leading conservative in her own right. She is the adoring wife, the woman who knew Vice President Dick Cheney when he was a teenager sweeping out the Ben Franklin store."
4,"Will Amazon #39;s A9 Search Engine Give Google Search Pains?","Amazon.com has officially entered into the search engine market with the launch of A9.com, a search engine that Amazon claims will make organizing and managing search results easier."
2,"Russians finish dominant  #39;04 with Federation Cup victory","Russia won its first Fed Cup title yesterday by edging defending champion France 3-2 when Anastasia Myskina and Vera Zvonareva beat Marion Bartoli and Emilie Loit 7-6 (5), 7-5 in the deciding doubles match."
1,"Darfur families face food misery","A World Food Programme survey says almost half of all families in Darfur are hungry, confirming aid agency fears."
3,"Mortgage rates hit 6-month low","NEW YORK (CNN/Money) - Long-term mortgage rates fell again this week to the lowest level in six months, Freddie Mac reported Thursday."
1,"Judge Criticises  #39;Dramatic #39; Handling of  #39;scoop #39;","In his 60-page judgment Mr Justice Eady made a series of strong criticisms about The Telegraphs dramatic and condemnatory handling of their Galloway scoop."
2,"NHL player reps to meet in Toronto","Player representatives will gather Tuesday in Toronto for an update on the NHL #39;s nearly seven-week-old lockout. The meeting will be spiced by recent comments by a handful of players, notably the Calgary Flames "
4,"Latest Zafi Worm Wreaking Holiday E-Mail Havoc (Reuters)","Reuters - The Zafi.D worm, which disguises\itself as an e-mail holiday greeting, is currently the most\frequently detected worldwide virus, software security company\Panda Software said this week."
3,"Boeing Quarterly Profit Up 78 Percent"," NEW YORK (Reuters) - Boeing Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=BA.N target=/stocks/quickinfo/fullquote""&gt;BA.N&lt;/A&gt; on Wednesday posted  a 78 percent jump in quarterly earnings that beat Wall Street  forecasts as stronger demand for its military networking and  weapons systems helped offset a decline in commercial airplane  revenue."
2,"Celtics enjoy laugher","When Doc Rivers has dinner with Orlando coach Johnny Davis and Magic players Pat Garrity and Grant Hill sometime next summer, there should be some interesting conversation."
2,"LONDON CALLING TO THE IOC","The national and international promotion of London #39;s bid to host the 2012 Olympic Games began yesterday with 200,000 people lining the streets of the capital and partying in Trafalgar Square."
1,"Malaysian woman reclaims  quot;Scorpion Queen quot; title with new world &lt;b&gt;...&lt;/b&gt;","KUALA LUMPUR : A Malaysian woman has overcome 17 scorpion bites to set a new world record by spending 36 days in a glass cage with 6,069 of the poisonous arachnids."
3,"Borders Posts \$1.5M Loss in 3rd Quarter","Borders Group Inc. said Tuesday that it swung to a loss in the fiscal third quarter as fewer customers came to stores and best seller sales declined."
3,"UPDATE: Australia #39;s Qantas Raises Fuel Surcharge Again","SYDNEY (Dow Jones)--Citing a continuation in rising fuel prices, Australia #39;s Qantas Airways Ltd. (QAN.AU) said Friday it will increase its passenger fuel surcharge for a second time in two months."
1,"Rumsfeld visits Iraq as insurgency goes on","US Defense Secretary Donal Rumsfeld paid a secret visit to Iraq on Sunday and inspected plans to secure precarious areas ahead of the national elections in January."
4,"Web Founder Promotes Future Cooperation (AP)","AP - The inventor of the World Wide Web told a technology conference on Wednesday that making the Web more useful hinges on a familiar challenge: Getting the players behind the technology to agree on standards governing how computers communicate with one another."
2,"Nuggets team up on Heat","Carmelo Anthony scored 28 points to surpass 2,000 for his career, and the Nuggets controlled Shaquille O'Neal with double-teams to defeat the Miami Heat, 104-95, last night in Denver."
4,"Google Launches Google Print","Rescate writes  quot;As reported by Reuters,Google is launching Google Print, which will show book excerpts next to regular Google search results."
4,"Sony Introduces Double-Layer DVD for Macintosh","Sony #39;s new double-layer DVD player for the Mac will give Macintosh users access to higher-capacity removable storage. The device, which is available in both internal and external versions, can record up to four hours of video on a single disk."
3,"Semel: Search For New Yahoo! Features Yields Adobe Deal","Seek and ye shall find: Yahoo! (nasdaq: YHOO - news - people ) and Adobe Systems (nasdaq: ADBE - news - people ) have struck a deal to put Web search capabilities into Adobe #39;s Acrobat Reader software."
4,"Head Lice Provide Clue to Prehistoric Lives, Loves","A study of an ancient human pest -- head lice -- suggests that the ancestors of today #39;s American Indians may have met and fought with "
1,"Poisoned. But Whodunit?","The Ukrainian election takes a new twist after a stunning medical disclosure"
1,"Dutch Murder Suspect Had Possible Islamist Ties","The man suspected of killing a Dutch filmmaker critical of Islam was probably driven by extremist Islamist motives and was already known to the national security service, the government said on Wednesday."
2,"Sri Lanka beat Pakistan by 201 runs"," Cricket-Herath strikes as Pakistan face massive defeat October 24, 2004 07:51:54 FAISALABAD, Pakistan, Oct 24 (Reuters) - Sri Lanka #39;s left-arm spinner Rangana Herath took two wickets in two balls to leave Pakistan facing a huge defeat at lunch on the "
1,"Captors of Indonesians want cleric freed","A group claiming to have captured two Indonesian women in Iraq has said it will release them if Jakarta frees Muslim cleric Abu Bakar Bashir being held for alleged terrorist links."
2,"Marshfield holds off Billerica","Billerica's furious comeback attempt fell short as Jerry Freed intercepted three passes to lead Marshfield to a 27-15 win last night."
2,"Defense can learn from poor 1st half","CHAMPAIGN, Ill. -- Here it was, just moments after Purdue #39;s skittish, too-close-for-comfort 38-30 victory over Illinois, and coach Joe Tiller and defensive coordinator Brock Spack were standing outside the visitor #39;s locker room and smiling."
3,"Bush vs. Kerry:","President Bush plans to continue improving the economy if he wins the 2004 election through his reforms and six-point plan. For all the families in the United States who have lost loved ones "
4,"Apple blocks music sales to older iTunes","On Wednesday, Apple will stop allowing people running version 4.2 to purchase songs from the iTunes Music Store.  quot;As of today, customers will need to use one of the three most recent versions of iTunes -- 4.7 "
1,"US ; US: 21 Iraqis killed in three attacks","US News, A total of 21 Iraqis -- 17 civilians working for coalition forces and four Iraqi security personnel -- were killed Sunday in three separate insurgent attacks, US military officials said."
2,"His father made him a Cardinals fan forever","All these years I have been around sports, and I still don #39;t really understand how a person becomes a fan. And I #39;ma fan -- of the St."
3,"Stock market crash course: what goes down doesn #39;t necessarily come &lt;b&gt;...&lt;/b&gt;","_ The past week #39;s 75th anniversary of the 1929 stock market crash contains a lesson for today #39;s investors: just because they #39;ve lost money in recent years doesn #39;t mean stocks are destined to return soon to ever-higher levels."
2,"O #39;Connor won #39;t accept award","Cian O #39;Connor has decided not to accept the ESB/Rehab Irish Person of the Year award he was set to receive tonight. O #39;Connor was chosen as this year #39;s Irish Person of the Year in recognition of his achievement "
3,"US Airways gets cuts from union","A union representing nearly 6,000 US Airways workers yesterday said it has struck a tentative concession deal with the airline, easing the likelihood "
1,"Manhunt underway for UN hostages, as fears rise of Iraq-style kindappings (AFP)","AFP - A massive manhunt was underway for three UN foreign election workers whose daylight abduction in Kabul has sparked fears of the start of Iraq-style kidnappings in Afghanistan."
4,"GM, Ford Embrace New Systems  For SUV Stability","General Motors Corp. and Ford Motor Co. said yesterday that they are rushing to adopt a new safety technology called electronic stability control, and together they will make such systems standard on most of their large and mid-size sport-utility vehicles by the end of next year."
4,"Want a Treo 650? Better Sprint","SAN FRANCISCO--Those wanting to get their hands on a Treo 650 this year will need to sign up for service from Sprint PCS. Sprint has cornered the market for this year, scooping up all of PalmOne #39;s capacity until sometime in 2005."
2,"UPDATE 1-Tuncay hat-trick sinks Manchester United","Tuncay Sanli scored a classy second-half hat-trick to earn Fenerbahce a 3-0 win over a depleted Manchester United team in their final Champions League Group D match on Wednesday."
4,"Apple cuts prices and improves products","Apple introduced a range of new machines on Tuesday, as it gears up for the annual christmas shopping season. As part of the launch, it cut the price of its entry-level iBook G4 notebook computer and boosted chip speed across the line."
1,"Margaret Hassan Believed Dead","The family of Margaret Hassan, the 59-year-old aid worker kidnapped in Iraq last month, said Tuesday they believed she was dead."
2,"Hawks Waive McCoy; Activate Ivey (Reuters)","Reuters - The Atlanta Hawks waived center\Jelani McCoy Tuesday and activated guard Royal Ivey from the\injured list."
4,"Yahoo to Release Desktop Search Tool","The competition between two leading Internet search engines is heating up anew as Yahoo Inc. plans to announce today that it soon will offer a free, high-speed way to search for information "
4,"Top Computer Makers: Dell","Dell is both profitable and well regarded, thanks to its habit of delivering serviceable but unexciting products at good prices and supporting them well enough to keep buyers coming back."
3,"Merck Profit Falls, Hurt by Vioxx Recall"," NEW YORK (Reuters) - Merck   Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MRK.N target=/stocks/quickinfo/fullquote""&gt;MRK.N&lt;/A&gt; on Thursday said  its quarterly profit fell 28 percent due to last month's recall  of its Vioxx arthritis drug, and the company predicted 2004  earnings will fall as much as 11 percent because of the recall."
4,"Apple fights back against RealNetworks","CUPERTINO, Calif. Apple Computer is trying to stop RealNetworks from taking a bite out of the iPod market. Apple is blocking the technology used by RealNetworks Harmony music downloading service."
3,"Fed Says Banks Ease Loan Standards"," WASHINGTON (Reuters) - Major American banks and foreign  banks with U.S. branches made it easier for companies to obtain  loans in recent months, a Federal Reserve survey of bank  officers released on Monday showed."
4,"PeopleSofts prospects top agenda at show","At PeopleSoft Inc.'s Connect 2004 conference in San Francisco next week, the software vendor is expected to face questions from users about its ability to fend off Oracle Corp.'s hostile takeover bid and remain independent."
1,"Japan May Have 15th Case of Mad Cow Disease, Kyodo Says","Japan may say it found its 15th case of mad cow disease in an animal found in Mie prefecture, Kyodo News said, citing the local government."
3,"Goldcorp #39;s McEwen, Seeking Growth, Buys Wheaton to Get Telfer","Goldcorp Inc. Chief Executive Robert McEwen says he was always reluctant to expand by acquiring other gold producers. That #39;s why McEwen is making one last purchase before he steps down and handing the reins to Ian Telfer."
4,"McAfee Enhances Spyware Protection","McAfee this week plans to announce an add-on for its enterprise antivirus products to offer increased protection against spyware. Users of McAfee VirusScan Enterprise Edition versions 7.1 or 8.0i next month "
2,"Roma coach Voeller resigns","Rudi Voeller offered to resign as coach of first division club AS Roma after just 26 days in charge following a 3-1 defeat by nine-man Bologna on Saturday."
4,"Next space station crew to launch","Expedition 10, the latest crew to take up residence on the International Space Station, is set to launch from Kazakhstan."
3,"Stripped-Down Windows Ready For Europe","BRUSSELS, Belgium -- Microsoft says if a judge won #39;t suspend a European Union antitrust ruling, the company is ready to put a stripped-down version of Windows on the market."
4,"Rain expected across much of nation","Rain was expected to dampen much of the nation on Saturday, with snow falling in mountainous areas of the West. Widespread showers were forecast for the Ohio Valley, Great Lakes, Northeast, Mid-Atlantic and the central Tennessee Valley."
1,"Powell says Iran pursuing nuclear bomb","The United States has intelligence that Iran is working to adapt missiles to deliver a nuclear weapon, further evidence that the Islamic republic "
2,"Steelers Notebook: Game on -- same time, same place","The Steelers-Dolphins game is still scheduled for 1 pm tomorrow at Pro Player Stadium in Miami as team and league officials monitor the progress of Hurricane Jeanne."
4,"AOL to Sell Secure ID Tags to Fight Hackers","America Online will begin offering to sell members a security device and service that has been used to safeguard business computer networks, the world #39;s largest Internet service provider said on Monday."
1,"Bush gives hell to UN","NEW YORK -- US President George W. Bush yesterday scolded the United Nations for failing to join his crackdown on  quot;murderers."
2,"Birdies ease pain for injured Zhang","Despite a hip injury, Chinese golfer Zhang Lianwei shot a three-under par 69 in his first round of the Volvo China Open in Shanghai."
3,"August trade gap hits \$54b","WASHINGTON -- The trade deficit jumped to the second-highest level in history as surging demand for foreign oil swamped a small gain in US exports, the government reported yesterday. America's trade gap with China hit a record high as retailers stocked up on cellphones, toys, and televisions in preparation for Christmas sales."
3,"Christmas spending 'set to rise'","Warnings of a poor Christmas for High Street retailers in the UK are unduly pessimistic, according to accountants Deloitte  Touche."
2,"Lewis Fires Spectacular 62 to Take Funai Lead"," ORLANDO, Florida (Reuters) - JL Lewis produced a dazzling  10-under-par 62 to grab a two-shot lead after the opening round  of the \$4.2 million Funai Classic at the Walt Disney Resort on  Thursday."
3,"Short-term T-bill rates up","Interest rates on short-term Treasury securities rose in yesterday's auction. The Treasury Department sold \$19 billion in three-month bills at a discount rate of 2.20 percent, up from 2.16 percent last week. An additional \$17 billion was sold in six-month bills at a rate of 2.40 percent, up from 2.37 percent."
1,"Cuba releases leading dissident","Cuba has freed one of the country #39;s best-known dissidents, the acclaimed poet and journalist Raul Rivero. The 59-year-old was among 75 people arrested in a huge government crackdown last year and given long prison terms."
4,"Sony Rolling Out Powerful DVR","Sony Corp. will begin selling a computer and home server system that makes a midget of TiVo. With 1,000 gigabytes of hard-drive storage, it can record six TV channels for nearly a week straight."
4,"Tech.gov: Paying for Piracy in Advance","Should prices for blank media and recording products include a royalty fee to copyright holders for presumed losses to piracy?"
4,"Creative Technology reports sharp drop in quarterly net profit (AFP)","AFP - Singapore consumer electronics maker Creative Technology net profit in the September quarter fell 83.5 percent to 4.8 million US dollars, with last year's huge one-time gains magnifying the decline."
2,"Martin Says His Trade Isn't the Fault of Thorn","Kenyon Martin made it clear Sunday that he did not hold Rod Thorn responsible for his departure after he spent his first four N.B.A. seasons with the Nets."
1,"US warplanes attack insurgents in east Baghdad","US warplanes attacked insurgent targets in the east Baghdad slum of Sadr City, killing at least one person and wounding 12, hospital officials said Thursday."
4,"Brin: Google Turns Libraries Into Latest Weapon Vs. Search Rivals","Such electronic instant-gratification devices as television and videogames are cited for boosting obesity among America #39;s youth."
2,"Michigan #39;s freshman duo gains confidence","The college football world is starting to realize how many difference makers Michigan boasts in its offense because true freshman quarterback Chad Henne has figured out how to lock onto multiple targets."
2,"Hamilton fails doping test","Olympic cycling champion Tyler Hamilton, whose name has become synonymous with resilience and grit, could lose his gold medal and be banned for two years after blood tests showed evidence of banned transfusions."
4,"Solar-system births witnessed","Giant planets and broad bands of dust swirl around seven distant stars in new images captured by two NASA telescopes, both built partly in Colorado."
4,"Mobile Phone Users Double Since 2000","&lt;p&gt;\&lt;/p&gt;&lt;p&gt; By Robert Evans&lt;/p&gt;&lt;p&gt; GENEVA (Reuters) - Mobile phone subscribers around the\globe totaled nearly 1.5 billion by the middle of this year,\about one quarter of the world's population, the International\Telecommunication Union (ITU) said on Thursday.&lt;/p&gt;"
3,"Report: US Airways Seeks Union Pay Cut"," NEW YORK (Reuters) - Bankrupt airline US Airways will ask a  bankruptcy court judge to impose emergency pay cuts of 23  percent on its major unions, the New York Times reported late  on Thursday."
4,"Yahoo! buys email search firm","Yahoo! Inc has bought Stata Labs Inc, maker of email search software, in a move apparently aimed at beefing up its Yahoo! Mail property in the face of competition from Google Inc #39;s Gmail service."
2,"Lonard is the Australian Open champion again","The relentless Peter Lonard today outlasted a battle weary field at the 2004 Hillross Australian Open, to win his second consecutive Australian Open Championship."
2,"Woburn's win is all Hart","Reading fans knew Middlesex League rival Woburn had a sensational player in Boston College-bound running back Mike McLaughlin. Yesterday, the host Rockets learned Woburn also has Hart."
1,"Hispanics Resist Racial Grouping by Census","Over the last three decades, the number of Hispanics choosing ""some other race"" has surged rapidly, making it the Census Bureau's fastest growing racial category."
2,"Pats keep a-rollin #39;","Tom Brady threw for two touchdowns as the New England Patriots held off the visiting Cincinnati Bengals for a 35-to-28 victory Sunday."
2,"Former Rams Halfback Tommy Kalmanir Dies (AP)","AP - Tommy Kalmanir, a starting halfback on the 1951 Los Angeles Rams championship team and former Oakland Raiders assistant coach, has died. He was 78."
2,"No longer wrestling with job","FOXBOROUGH -- Physically, Stephen Neal has seldom been overmatched in his athletic endeavors. A 6-foot-4-inch, 305-pound offensive lineman with the Patriots, Neal has held his own grappling with NFL defensive linemen, much the way he did with opponents on the wrestling mat at Cal State-Bakersfield, winning a pair of NCAA Division 1 titles. But ask Neal about the most daunting ..."
3,"FDA scientist details problems of five drugs","During a Senate hearing Thursday regarding Vioxx, the arthritis blockbuster pulled off the market in September over concerns about increased risk of heart attacks and "
2,"Robinson #39;s class act sweeps snobbery aside at last","New England captain Jason Robinson is setting new standards. Sam Wheeler looks at the career of the state-educated Leeds-born former rugby league star Thirty-two years after Clive Sullivan led Great Britain "
2,"Soccer coach Tom Fitzgerald killed in accident","TAMPA, Fla. Soccer coach Tom Fitzgerald has died after a motorcycle accident in Tampa, Florida. He was 53. Fitzgerald coached the University of Tampa to the NCAA Division Two soccer championship in 1994, then led UCLA to the Division One title in 2002."
2,"All out for 29  SA in crisis","SOUTH Australian cricket will send an SOS to batting legends Steve Waugh and Barry Richards after the Redbacks #39; capitulation for 29 against New South Wales at the SCG yesterday."
4,"Nasa launches cosmic blast hunter","Nasa launches the Swift observatory to study gamma-ray bursts - the biggest explosions since the Big Bang."
4,"When the Big-Game Ticket Is Just a Big Fake","New technology and a faceless distribution network over the Internet are contributing to a rising number of counterfeit tickets to sports events and concerts."
3,"Freddie Mac Shuts Bond Broker Business (Reuters)","Reuters - Freddie Mac , the No. 2 U.S.\mortgage finance company, said on Monday it will no longer\serve as a broker dealer in the multi-trillion-dollar mortgage\bond market, a move some said is designed to lower risk and\placate regulators."
2,"Real Stand By Remon For Now","With speculation over big name coaches running wild, Real Madrid executive Jose Luis Cerrano insisted that the club were set to ride out the season with Mariano Garcia Remon."
3,"Report: Time Warner Near Deal With SEC","There #39;s a report that the Securities and Exchange Commission and Time Warner are close to a settlement over accounting questions at the media giant #39;s America Online unit."
2,"Tough Road Ahead","One view of the Terps' season reveals a team one play away from having two losses with eight games remaining that could be tougher than anyone had imagined."
1,"EU Invites UN #39;s Annan to Summit to Show Support","The European Union has invited Kofi Annan as a special guest to its summit next Friday, a Dutch presidency spokesman said, demonstrating support for the UN secretary-general amid a campaign in the United States to "
2,"Strawberry And Boggs Are On Hall Ballot","Wade Boggs, a five-time American League batting champion, and Darryl Strawberry, an eight-time All-Star, are among 12 players who will appear on the Hall of Fame ballot for the first time."
2,"Can Smith work Scottish wonders?","The worst kept secret in Scottish football was revealed on Thursday when Walter Smith was named as the new national manager. From the moment Berti Vogts #39; miserable tenure in charge of Scotland ended, the former "
3,"Global Crossing Shares Plummet","Global Crossing plans to eliminate 600 jobs, roughly 15 percent of its workforce, by March 2005 as part of a restructuring plan. The company needs an additional \$40 million in financing to fund "
1,"Former Foes Russia, Turkey Eye Era of Warmer Ties","Russia and Turkey, putting to rest lingering Cold War tensions, said Monday it was time their political ties caught up with their booming economic links."
3,"Update 3: Report: Yukos to Halt Crude Supplies","The board of Russia #39;s embattled oil giant Yukos will halt crude supplies to Baltic refinery Mazeikiu Nafta until the end of the year, the Interfax agency reported Monday - just hours after Yukos confirmed a similar move involving a Chinese company."
1,"Afghan Given Death in Reporters' Murders (AP)","AP - An Afghan court sentenced a man to death Saturday for the 2001 killing of three foreign journalists and an Afghan colleague who were pulled from their cars, robbed and shot as they rushed to cover the collapse of the Taliban."
4,"Bare cupboards force space station crew to diet","CAPE CANAVERAL, FLA. - The two crew on the international space station need to cut back on calories for the next two weeks because of dwindling food supplies."
3,"In about face, Giuliani goes Wall Street","NEW YORK Former Mayor Rudolph Giuliani of New York, who forged a reputation as a tough prosecutor in the 1980s partially by going after Wall Street cheats, is now joining Wall Street by forming his own investment advisory practice."
4,"Drastic changes to Scream museum","The Munch Museum in Oslo could be shut until next summer while it introduces drastic security measures after the theft of its most famous painting."
